sea_surface_temperature,lat,lon
-0.012542012,-6.0503325,-0.49093702
0.166348,-5.938082,-1.7692577
-1.6640184,2.5329282,-0.13753198
1.6139572,1.726501,1.3670365
1.1282759,3.0830836,0.25845334
-1.3994843,-4.1716905,-0.7315481
-2.4351156,-3.325762,-0.9135502
-1.5052233,7.4517817,0.9637465
-0.6986906,-6.009736,-0.42396066
-3.3695467,-2.811687,0.8451511
0.7887609,0.66109395,0.81907034
-3.1395211,-3.2431273,0.17207845
-0.07021943,-3.8672018,-1.0820868
-1.1209875,-5.5842724,-0.16198887
-2.4149356,-3.1119974,-1.455963
-1.5748928,-3.1564121,-0.75113034
-0.8302235,-3.9731576,-1.6986798
-2.4701507,-3.900719,-0.5984177
1.050901,2.3364127,0.66741407
0.39553493,-2.146131,-0.8447648
0.65698534,-4.6191616,-2.4216764
4.340906,-0.69208413,1.0014166
0.12764351,-6.3501472,0.011802152
-0.0551363,-6.454588,0.042634804
0.0051974207,-6.403096,-1.1825051
-1.0536321,-3.3003724,-1.578487
1.3841473,3.337975,0.7126854
0.90411305,4.2029104,0.72160214
0.36534858,-3.2358146,-2.5663054
-1.3331726,-5.630402,0.15705007
0.8588976,-3.895771,-1.5845075
-0.3769701,-5.8739977,-0.56305397
-0.050820887,-5.966143,-0.45012683
0.5436173,-2.2694502,-3.0811808
-0.029937794,-2.9539764,-1.0123198
-1.5524056,-2.7923336,0.33867612
-1.3630483,-5.731432,-0.046231013
-0.23699306,-3.0024757,-1.085112
-1.998234,2.3045094,-0.18580393
2.8163433,1.4636347,0.495669
-0.41686162,2.7147753,-2.198422
-0.05211828,-6.6328516,0.008788837
-3.3302557,1.7226844,-2.404295
-0.9643973,-5.4625397,-1.4736489
0.20646079,-1.1190892,-1.8141901
2.3850217,1.3067977,1.9043951
-0.5798935,-3.8630948,-0.14697266
2.223872,1.2723677,1.7659444
-3.196936,1.6873775,-2.4667366
0.664319,-4.298675,-0.35233578
-0.9477267,-5.5434513,-1.3090938
0.47669783,-5.8375535,-1.8741778
-0.65514153,-6.248061,-0.09335701
-2.6360836,-3.1328611,-1.9496078
-1.0011075,-5.501963,-0.38799927
-0.4136694,-2.3927917,-0.28390172
0.17413022,0.102357395,-2.4539602
-0.18285255,-6.1872926,-0.28414005
1.5335797,3.1557846,0.7608084
-0.55719227,-5.9301114,-1.6077695
-1.8414884,2.102592,-0.27523637
0.35276976,-1.666329,-2.7121596
-0.6774714,-6.0223722,-0.4325435
0.60065603,-6.540772,0.0048006685
-1.7822886,1.4560385,-2.4703476
-0.9511594,-4.9247375,-1.1432909
-1.1033736,-5.5248413,-0.24804431
0.073514625,-6.19835,-0.3422538
-1.1541976,-5.2759237,-1.5195247
-0.54118586,4.677143,0.8783933
-0.81489277,-5.6574426,0.34277174
0.043470725,-4.782692,-0.5501768
1.1387322,-0.20220266,-2.1147118
1.426371,2.6303883,1.9416277
-0.8889321,-3.9674466,-0.5936177
-1.4067135,2.6521204,2.4963355
1.1047044,2.9190133,-1.0843577
-3.1915555,1.8329618,-2.1179926
-0.643464,-4.1915774,-0.6867741
4.293387,-0.2710723,1.0971771
-2.0949543,-2.766108,0.2822769
1.916582,3.2213438,0.8930437
4.105579,-0.4310476,1.3538568
-0.9825729,-4.1850233,-0.5366215
-0.5297036,0.31814542,0.77594316
0.6149864,-1.3294355,-1.1524185
1.1645688,3.526306,1.6871694
-0.103825495,-6.481331,0.0032162275
-0.31518793,-3.0097668,-1.0783587
-0.893127,-5.31271,-0.41478038
0.05221176,-5.7507586,-0.91732955
-1.8398565,-3.036151,-1.2938956
-0.8544443,-5.831338,0.0182556
1.754492,-2.918673,-3.3495455
0.73692,-6.1567025,-0.46873376
0.82139987,-2.1538467,-0.03278575
2.8570428,0.5614393,0.17618634
-2.1224496,1.7785295,-2.4779015
-0.02470379,-5.9329934,-0.5093927
2.5968966,1.8507631,0.6004706
0.26645538,-6.4592733,-0.24326086
-0.41693074,-5.431661,-1.0274938
0.7890181,-6.074197,-1.6289922
-1.1126459,3.6287985,1.2270373
-1.650471,-3.6010396,-0.6556891
-0.83180296,-5.397922,-0.48963758
-1.9341291,4.581301,-1.6841545
0.33957598,0.6923378,0.72381616
0.04764962,-2.890379,-0.5385441
-1.5521644,2.3105721,-2.57056
-0.9112256,-4.3126993,-0.77251077
0.5543088,1.7222935,1.4872773
1.6060367,1.8358713,2.0788205
0.0023448411,-6.5633965,-0.04797149
-2.0617666,-2.7213075,-0.32486972
-1.0937822,-3.3902957,-2.1638532
-1.7782145,-3.9412382,-0.25484383
-0.542243,3.5767686,0.69647425
0.122733854,-6.0261264,-1.839932
3.068163,1.5572646,0.7566195
0.8029924,-5.9688654,-0.2561827
-2.8413024,-2.9230266,0.11307932
-0.78870714,-5.4569902,-0.42182904
-0.65846497,-6.1194468,0.007826088
2.3720355,2.158745,0.7514943
0.78755206,-2.6825871,-1.7400368
-1.7587551,-3.7906003,-0.118244626
0.11513199,-1.2537029,-3.7419467
-0.034890924,-2.0045552,1.0368372
-0.6888571,5.5933547,0.91003686
-0.35320672,-4.079298,-1.2527272
-2.8443916,2.6967504,-0.5413668
-0.09728013,-6.4902215,0.0055616256
1.1049356,-0.36470285,-0.24579033
0.528528,0.9009718,-1.9995158
-2.5840082,-3.4197083,-1.0694761
-2.095659,-2.7778256,0.29469886
-0.6476869,-3.177407,-0.28457433
-0.64139616,3.7449768,-0.2091602
0.8103978,-5.1356096,-0.93478525
-0.71943605,-5.778827,-1.6492304
-2.9346614,1.745612,-2.4133532
1.0178932,1.0555655,0.6535163
-0.56378525,-4.127419,-0.44125593
2.4588304,2.6791644,1.1172966
-1.0273815,-5.6942215,0.13552763
-0.85731393,-5.111289,-0.46973696
-0.21638939,-6.176032,-0.19536145
0.021847116,-6.5497193,-0.081151046
-3.0971048,-3.2077456,0.094280705
1.8920755,0.23305401,2.7203703
-2.396612,-3.7565417,-0.32537177
0.5608024,1.731567,-1.5013968
-0.2449858,-3.0082054,-1.0713896
-1.9827461,1.9896783,-1.3601382
0.6837737,2.025772,-2.830966
-0.68161815,-5.8242874,-1.5211436
1.8714172,-1.543427,0.95490503
1.8277951,3.0655453,0.9455934
1.3294666,3.7403727,0.3002296
0.46815354,-2.1969094,-0.16497415
3.137161,-0.7392453,0.7906092
-1.1052983,-5.6922584,-0.269332
-0.7142316,-5.736799,-1.3492401
-0.7012662,-4.0626416,-1.1318274
-1.32636,-2.9370916,0.250035
-0.7440077,-3.6110482,-1.567393
-1.7889173,1.4932513,-2.434312
0.003425273,-6.5630097,-0.04943796
-0.5611816,-6.1301103,-0.28709564
-1.525024,-3.1248877,-0.8062361
0.0956145,2.2432735,-2.3649554
3.559923,-2.87973,-0.3655176
0.27935353,-3.094716,-2.618145
4.132541,-0.39571604,1.047819
-0.50878274,-6.204788,-0.013728078
1.520688,3.2404337,0.89137846
-0.32067317,-6.3717837,0.24783507
-1.2581335,-5.8114443,0.3249326
-0.8294528,-3.7319984,-0.6956745
-0.46167246,-5.665713,-0.54786575
-0.19352633,-6.447428,0.23403294
-0.71647066,-6.058423,-0.40027907
2.9895225,-1.641974,-0.2064164
-0.0296145,-6.1635056,-0.09289203
-1.16577,-5.3027105,-1.549271
0.529351,3.6456885,-0.42388612
1.5393567,3.868415,0.6397291
1.6145835,3.1479526,0.81539565
-0.7169515,5.595844,0.93564224
-1.0232149,-5.0628543,-0.5254709
0.7883801,1.3544173,-0.7167084
-1.0529766,-5.774931,0.22448935
-0.5466492,0.042713296,-0.31565493
-0.8442674,-3.7170389,-0.7164555
-2.4991083,-2.402028,0.93192214
1.1437556,-2.053232,1.168533
0.2224848,4.159384,-1.8593916
-1.1370491,-4.453235,0.15864642
1.9413646,1.3526279,1.2430705
-0.655653,-6.0652547,-0.4114792
-1.5975538,3.7379305,-0.49802175
-0.28214645,-0.82575244,-0.92079407
-1.5344216,-2.7658293,-0.32579142
-1.4474304,7.288612,-0.20671372
-1.2233899,2.873223,2.401395
-2.9751256,-3.162313,0.24462792
-1.452255,-4.3866076,-0.2769459
-1.2607536,-4.647341,-0.16127081
-0.003030202,-5.7095118,-0.837278
-1.8855891,-3.9890046,0.017784823
-1.5997365,-2.7826579,-1.0595312
0.017115006,0.83362305,2.2237568
-0.74437153,-4.6921186,-0.7641419
-1.0885481,-5.1352243,-0.67947155
-1.581436,-2.7550385,-1.1007034
1.5094985,4.235151,0.8614329
-1.9380254,-3.0426335,-1.3186125
1.2916276,-0.24728957,-0.258322
-0.37149906,-6.0390377,-0.18521714
-0.23039557,-6.1677527,-0.25613585
0.17218356,-0.89132804,-0.010876899
0.636251,-3.1415553,-1.5294211
0.031485416,-1.3696232,-3.5568562
-0.5352838,-6.026093,-1.2552836
0.39902487,-2.7407365,-1.0685366
-0.12823077,0.07898389,-0.42708057
-0.43301186,-5.8739457,-0.5498498
-1.2909017,3.6098468,1.4827237
-2.3516352,-4.445596,0.09659313
-0.9639086,-3.4661868,-0.7797691
-0.11087438,-6.4568005,-0.2874957
-0.15136676,-6.196905,-0.2678491
-0.049588844,-6.5373216,-0.08927046
-0.8902952,-5.920316,0.075927354
-0.08186348,-6.2026095,-0.39587232
-0.16785574,-4.0019884,-0.4777124
-0.85648245,0.78960174,-0.25501308
-2.8949971,-2.9737732,-1.4391819
0.9230978,1.525149,-0.55946887
-0.12848896,-6.432276,-0.15247288
-1.5265077,-3.124287,-0.80535376
0.39227745,-0.002041807,-0.90186125
-1.4463443,-4.04391,-0.81741834
0.485432,-0.20271175,0.004727822
2.2573125,-1.7097752,-0.43242002
0.9482596,-2.766522,-1.707139
-1.1425415,-5.2858725,-1.521232
3.0507672,0.66991,-0.26532876
-0.9487355,-5.0013213,-0.603984
0.08580573,-6.282467,-1.4323376
-0.70021635,-4.95773,-0.39637053
1.3836343,1.7565728,2.061598
-2.123831,-3.3618958,-0.98227733
1.4684235,1.2261454,2.1561725
-1.9003412,-4.877604,0.7522488
0.306696,-6.2535954,-1.4296018
0.5141608,-3.151626,-1.3505621
-1.1179035,-5.858668,-0.16413872
2.833718,-3.2230234,-0.50082797
-1.7178887,-3.3204932,-0.57480186
-1.3191158,3.0202658,2.2446172
0.12151944,-6.202738,-0.47259367
-1.1954454,-5.6971164,-0.24814902
-0.51356786,-6.1990924,-0.014639389
-0.73414654,-6.051366,-0.21297792
2.145755,-1.036798,-1.2501749
0.009725777,-6.548112,-0.0706365
1.911098,-1.948679,0.4890057
-0.08169825,-5.7035193,-0.8368266
-0.80504763,-5.4562764,-0.49292472
-1.0021818,-5.729893,-0.7604655
-0.6963097,-6.021652,-0.41442433
2.9803057,0.5681957,0.21142991
0.8838235,-6.157759,-0.5072855
-1.796603,-4.023057,-0.0658471
2.5015862,-2.2069988,-1.8452842
-1.859907,-4.008743,-0.10981259
1.2277529,4.440843,0.8033707
0.48972407,4.282954,0.49086276
0.9748838,3.6185484,-1.347415
-0.4693211,-1.6195687,0.7476559
0.5274192,-1.5546669,-1.4181786
3.4169257,-1.0305858,0.658426
-0.97236186,7.3437934,0.9462085
4.2860265,-0.27357206,0.9745801
-0.107132286,-6.481409,0.0066012014
-0.7994592,-5.9489503,0.029047191
-0.14937043,-4.626826,-0.2087622
0.11664578,-6.656874,-0.7519293
-1.1256388,-5.858346,-0.15672539
1.0482098,0.9282589,0.7505062
-1.0559064,-3.242217,-1.6691388
-0.08227324,-5.9999394,-0.3848762
-0.76642525,-5.766409,-0.43016922
0.8408503,0.15558183,0.32649308
