sea_surface_temperature,lat,lon
-1.5314342,1.9949868,-2.413816
0.47432086,-1.6388538,-1.9332021
0.9037913,2.0435073,0.1396504
0.29658863,-6.410423,-1.1873403
-0.86737233,-6.0175323,-0.82826465
-2.3835166,-3.062369,-0.60247767
0.6169727,-0.6437357,-1.0832549
-0.9329885,3.4330485,0.027759535
1.0785719,1.8312448,-1.9482851
-0.041025456,-6.1244226,-1.818115
-2.5247715,2.3204644,-2.238664
0.054830533,-1.3916931,-2.2425075
-0.643464,-4.1915774,-0.6867741
-0.034064434,-6.0733604,-0.50159705
-0.90563023,-5.9646425,-0.3047962
-1.1977967,-6.3427005,1.1910925
0.07006758,-1.4940186,0.87107414
-0.11497508,3.885515,-1.9915783
0.027434802,-1.5309005,-3.472456
1.4545364,-1.0820569,1.7594153
1.2770374,2.9619896,-0.9374426
0.42573187,-0.605018,0.24348348
-0.063681796,-6.102249,-1.912768
0.26900283,-1.580626,-2.8137925
-2.3881342,-4.485066,0.22668749
-1.8929769,-3.8740354,-0.20717838
-1.677865,-3.5474029,-0.43168235
-1.7984155,-4.0249815,-0.062109727
-0.38628304,-5.9152894,-0.42572615
-0.9867973,-5.5948057,0.013033008
-0.1176186,-6.682193,-0.6765915
0.55436534,-2.949606,-1.5079906
3.0801876,0.5928702,-0.19838662
-0.8891705,-4.243266,-0.9073571
-0.8319877,-3.564205,-2.4702425
-1.9756805,-3.9817977,0.16027337
-0.8922413,-5.779831,0.0565939
-0.8709896,-5.9501886,-0.35532138
0.17476696,-2.116239,-1.3829558
1.4455445,2.547193,-0.4020851
1.7150036,0.522478,0.39663237
0.94836307,-0.13678445,4.0698943
-0.6508428,0.013498295,-1.3056532
-0.63857335,4.5942082,1.0025607
0.11731088,-6.219725,-0.5933312
-1.008347,-5.892913,-0.11629905
-0.6124047,-5.905005,-1.5403994
-0.13085747,-6.370621,-0.21669891
-0.889372,-5.8693595,-0.24016365
0.62840605,-3.160564,-1.5025674
0.35367173,0.712769,-2.9474316
-0.7074645,-6.0562296,-0.4114792
4.160973,-0.4026793,1.0418752
-1.3676654,2.6619003,2.497293
-1.3919241,-5.0242467,0.5545979
2.1270866,-1.247795,1.0118606
5.409947,-1.620917,1.165989
1.4299905,3.4005184,1.0175073
0.1459995,-1.228792,-1.8354474
0.49636704,-2.417997,-0.68259573
1.3449152,2.3631074,0.76736957
0.6422682,-5.6220655,-2.0405965
-0.48731303,-5.654254,-0.5764713
-1.0622941,-5.836009,-0.07257807
-1.2785163,-1.1597834,0.98290217
-2.5125542,-3.4698768,-0.8504052
0.601498,-6.05127,-0.49869666
-0.103572346,-3.4314256,0.1799187
-0.9127683,-5.300396,-0.40745378
1.7671105,2.576629,1.2332859
0.16436414,-5.984705,-1.8570653
0.37214568,-2.1382806,-2.2186415
-0.15950805,0.99879843,0.38798818
-0.92381585,-5.8596964,-0.07148388
-0.003030202,-5.7095118,-0.837278
0.6987329,-5.9189625,-1.4782121
-0.9365278,-5.84878,-0.27548864
0.48658255,-3.1328583,-2.5817165
-0.6041569,6.5392327,0.29697824
1.284701,1.873982,1.2700016
-0.9579207,-5.619148,-1.4041057
0.030324873,-6.5150814,-0.20981729
1.8666469,2.6511366,1.230985
-0.9683912,-3.461772,-2.7564578
-0.19949731,0.99580157,0.80124545
0.7578085,1.2190008,-3.0284977
2.8525896,-2.2415905,-1.9114621
-1.1095655,-5.483298,-0.11429838
3.8763704,-0.3355919,0.9411995
-0.7086257,-5.7945833,-1.6062409
0.061640996,-5.407016,-0.017319301
0.654977,2.151454,-0.7622012
-0.3872786,3.901866,-1.0579666
1.4588826,2.6061049,-0.6910217
-1.2174447,-4.735722,-0.080103
1.6088811,-0.7061842,-0.6689228
-1.6299784,7.151765,-1.3471156
-1.4331436,3.5493417,1.213492
-1.5025969,-5.6063643,0.19448411
-2.8335056,-3.2517543,0.2294773
-0.96621454,-4.366898,-0.391282
-0.021589972,-3.1410065,-0.69581115
0.8013349,4.392611,-0.21208721
-0.5025795,-6.111579,-0.41573122
-1.1856205,-5.74615,0.6581037
-0.50225586,3.8490217,-0.2030347
0.12089932,-6.259606,-0.4703161
0.47338787,-1.6554294,-1.4607517
-0.67713785,-6.024097,-0.43115252
-1.0407733,-5.791708,-0.2773729
1.1543194,3.3610523,-1.1790179
-0.10147552,-6.0920177,-1.8724716
-0.05971191,-6.4256186,0.016234312
0.6819905,-5.5637856,-2.0736654
2.122292,2.4149253,1.3017979
-0.08225989,-6.2025356,-0.39554965
-0.76545584,-6.1562166,-0.8054386
-0.2257418,-3.9623475,-1.2890726
-1.0408707,-5.782784,0.22023663
-0.8556014,1.966708,1.2424331
-1.9681466,-3.3080845,0.11638977
0.90173626,-6.1531982,-0.48938754
-1.871898,-3.2067492,-0.6006151
-0.9065571,3.615782,-2.3902748
-0.491857,-5.880448,-0.30294627
-1.0353739,-4.446531,-0.8080754
-1.1850039,-3.8193278,-2.1787894
0.17911926,-3.197188,-1.6436602
-1.0953724,5.627112,0.48752162
-0.86745256,-5.6071916,-0.24471804
1.0604105,4.055083,-0.2231279
0.4261084,-2.9397628,-0.36970255
-0.78736264,-6.0181866,-0.9583378
-1.1419022,-5.696764,-0.27118993
-2.7026637,2.546379,-1.8291247
-2.580589,-3.9791813,-0.40951574
-1.305259,-5.7054553,0.26606786
-2.9534595,2.952605,-2.0127022
0.9768481,3.8510861,1.0307934
-1.1734158,-5.767251,-0.080399364
-0.53251404,3.6470504,-0.01225353
-0.2048795,-2.9824378,-1.0724169
1.316954,4.6402884,0.7021247
0.6605507,-6.115754,-0.60185647
-1.1350445,-3.8096156,-0.60224915
-1.5327634,2.9258363,-2.0628285
-0.8455865,-5.821431,-0.2279937
0.29940045,-0.11894918,-2.6244009
